NUMBER,STREET,CITY,POSTCODE
868,N 150   W,Pocatello,83381
93,W 1000   N,Caldwell,83322
99,W 1000   N,Sun Valley,83369
99,W 1000   N,Caldwell,83424
165,W 1050   N,Caldwell,83379
700,N 315   W,Sun Valley,83587
549,N 700   W,Caldwell,83362
22,N 2550   E,Pocatello,83519
702,N CENTER ST,Pocatello,83519
702,N CENTER ST,Caldwell,83584
120,W 1050   N,Sun Valley,83386
70,CREEK,Cambridge,83366
1333,S 2300   W,Sun Valley,83359
1321,S 2300   W,Pocatello,83320
1260,N 400   E,Cambridge,83463
1298,N 400   E,Pocatello,83555
482,E 1500   N,Sun Valley,83333
484,E 1500   N,Cambridge,83429
402,E 1450   N,Caldwell,83383
269,N 200   E,Pocatello,83364
207,N 200   E,Cambridge,83367
294,E 200   N,Pocatello,83475
269,N 200   E,Cambridge,83430
289,N 200   E,Sun Valley,83319
201,E 300   N,Sun Valley,83312
281,N 200   E,Cambridge,83454
209,N 200   E,Pocatello,83585
625,E 1200   N,Pocatello,83520
247,N 200   E,Pocatello,83537
2181,E 1100   S,Cambridge,83348
1462,W HOFF,Caldwell,83468
1468,W HOFF RD,Cambridge,83466
1498,W HOFF,Pocatello,83449
1468,W HOFF RD,Cambridge,83351
68,N 1400   W,Cambridge,83435
914,N 150   W,Sun Valley,83311
914,N 150   W,Cambridge,83478
2298,N 1600   W,Pocatello,83562
2308,W 900   S,Cambridge,83517
2375,W 800   S,Cambridge,83568
2351,W 800   S,Caldwell,83351
2340,W 900   S,Pocatello,83485
49,S BLACKFOOT RESERVOIR RD,Caldwell,83567
1527,WOLVERINE RD,Cambridge,83456
1525,E WOLVERINE RD,Caldwell,83336
1577,WOLVERINE RD,Sun Valley,83478
1525,E WOLVERINE RD,Pocatello,83460
396,N BLACKFOOT RIVER RD,Cambridge,83469
2394,E CEDAR CREEK,Pocatello,83317
2360,W 900   S,Cambridge,83434
1565,W 200   N,Caldwell,83467
80,S 250   E,Pocatello,83548
42,S 200   E,Sun Valley,83345
24,S 200   E,Cambridge,83308
24,S 200   E,Sun Valley,83373
42,S 200   E,Sun Valley,83489
46,S 200   E,Sun Valley,83585
46,S 200   E,Pocatello,83577
84,S 250   E,Pocatello,83591
605,N SKUNK TAIL LN,Pocatello,83361
202,W 500   N,Caldwell,83397
514,N 400   W,Pocatello,83369
576,N 400   W,Sun Valley,83397
578,N 400   W,Cambridge,83351
510,N 400   W,Pocatello,83408
510,N 400   W,Sun Valley,83329
524,N 400   W,Sun Valley,83476
506,N 400   W,Pocatello,83505
524,N 400   W,Pocatello,83342
164,S 1900   W,Sun Valley,83554
134,S 1900   W,Caldwell,83483
134,S 1900   W,Cambridge,83418
1044,N 1000   E,Sun Valley,83417
959,E 1100   N,Cambridge,83326
1049,N 900   E,Cambridge,83471
950,E 1000   N,Caldwell,83501
1054,N 1000   E,Pocatello,83341
1095,N 900   E,Sun Valley,83313
1002,N 1000   E,Sun Valley,83522
1060,N 1000   E,Pocatello,83568
755,N 1900   W,Caldwell,83535
796,N 1800   W,Pocatello,83332
2062,W 800   N,Cambridge,83478
2060,W 800   N,Caldwell,83379
960,W 650   N,Sun Valley,83516
165,W 750   N,Caldwell,83415
742,N 150   W,Caldwell,83431
742,N 150   W,Caldwell,83342
742,N 150   W,Pocatello,83502
775,N 200   W,Sun Valley,83500
600,N 150   W,Pocatello,83499
604,N 150   W,Caldwell,83396
658,N 150   W,Sun Valley,83606
134,W 600   N,Sun Valley,83363
1240,W 600   S,Caldwell,83570
595,S 1300   W,Pocatello,83406
1201,W 600   S,Sun Valley,83389
1270,W 600   S,Pocatello,83372
1280,W 600   S,Sun Valley,83466
1286,W 600   S,Caldwell,83529
554,S 1200   W,Sun Valley,83393
1272,W 600   S,Sun Valley,83460
1242,W 600   S,Pocatello,83450
547,S 1300   W,Cambridge,83417
1762,W 800   S,Caldwell,83437
754,S 1700   W,Cambridge,83541
1755,W 700   S,Caldwell,83473
736,S 1700   W,Sun Valley,83566
736,S 1700   W,Cambridge,83439
736,S 1700   W,Sun Valley,83579
1753,W 700   S,Cambridge,83563
749,S 1800   W,Caldwell,83552
1751,W 700   S,Sun Valley,83437
736,S 1700   W,Pocatello,83414
762,S 1700   W,Cambridge,83386
776,S 1700   W,Pocatello,83561
1762,W 800   S,Caldwell,83498
1735,W 700   S,Cambridge,83421
1762,W 800   S,Cambridge,83431
771,S 1800   W,Pocatello,83460
781,S 1800   W,Cambridge,83600
1579,W 200   N,Caldwell,83429
147,E RICH LN,Caldwell,83575
510,N 250   W,Caldwell,83387
203,W 600   N,Pocatello,83492
164,S 1900   W,Caldwell,83512
959,E 1100   N,Cambridge,83493
959,E 1100   N,Cambridge,83474
1297,W 600   N,Caldwell,83549
0,HILLTOP,Pocatello,83422
914,W 650   N,Caldwell,83539
610,N 150   W,Caldwell,83313
608,N 150   W,Caldwell,83517
1204,E 900   N,Caldwell,83380
1201,E 1000   N,Pocatello,83357
1202,E 900   N,Pocatello,83576
722,S 1700   W,Pocatello,83380
2990,E 600   S,Caldwell,83498
417,E 1200   N,Cambridge,83391
2344,W 1500   S,Sun Valley,83493
2328,W 1450   S,Sun Valley,83558
2370,W 1500   S,Caldwell,83378
2321,W 1400   S,Cambridge,83418
2321,W 1400   S,Pocatello,83414
2321,W 1400   S,Pocatello,83607
3101,W 2000   S,Pocatello,83336
3122,W 2100   S,Cambridge,83313
1205,W HOFF RD,Caldwell,83456
1775,W 950   S,Caldwell,83397
1425,N 475   E,Caldwell,83528
1482,N 475   E,Sun Valley,83383
1484,N 475   E,Sun Valley,83499
475,E 1490   N,Pocatello,83348
1486,N 475   E,Sun Valley,83314
1490,N 475   E,Cambridge,83410
482,E 1500   N,Cambridge,83586
1476,N 475   E,Sun Valley,83406
1420,N 475   E,Caldwell,83452
1402,N 475   E,Sun Valley,83322
1402,N 475   E,Cambridge,83427
1396,N 475   E,Cambridge,83425
1396,N 475   E,Cambridge,83464
1351,N 475   E,Caldwell,83610
1357,N 475   E,Pocatello,83398
1297,N 400   E,Sun Valley,83485
482,E 1200   N,Sun Valley,83522
462,E 1000   N,Sun Valley,83432
482,E 1000   N,Cambridge,83578
460,E 1000   N,Pocatello,83583
1070,N 500   E,Pocatello,83336
460,E 1000   N,Sun Valley,83525
1070,N 500   E,Pocatello,83499
102,E RIVER RD,Pocatello,83483
31,E 600,Caldwell,83411
11,E 600   N,Pocatello,83429
60,E 600   N,Cambridge,83378
2163,S 2900   W,Caldwell,83478
2854,W 2200   S,Cambridge,83447
2855,W 2100   S,Sun Valley,83495
2112,S 2800   W,Sun Valley,83304
2142,S 2800   W,Sun Valley,83587
2851,W 2100   S,Cambridge,83473
2164,S 2800   W,Cambridge,83327
2146,S 2800   W,Caldwell,83594
503,N 400   W,Caldwell,83317
583,N 400   W,Cambridge,83591
501,N 325   W,Cambridge,83543
525,N 400   W,Cambridge,83534
224,BERGGREN,Sun Valley,83462
102,E RIVER RD,Caldwell,83576
166,E BERGGREN LN,Cambridge,83379
178,BERGGREN LN,Pocatello,83492
102,E RIVER RD,Pocatello,83334
102,E RIVER RD,Cambridge,83460
298,W 450   N,Caldwell,83503
408,N 300   W,Sun Valley,83410
227,W 450   N,Sun Valley,83512
224,W 450   N,Pocatello,83302
456,N 250   W,Cambridge,83607
482,N 250   W,Pocatello,83506
410,N 200   W,Sun Valley,83525
255,W 450   N,Cambridge,83419
227,W 450   N,Pocatello,83527
220,W 450   N,Cambridge,83319
216,W 450   N,Caldwell,83599
227,W 450   N,Pocatello,83566
255,W 450   N,Sun Valley,83513
280,W 450   N,Caldwell,83571
257,W 450   N,Cambridge,83588
282,W 450   N,Sun Valley,83457
680,E 1000   N,Sun Valley,83387
2361,W 1450   S,Sun Valley,83301
3031,E LONG VALLEY RD,Sun Valley,83524
2523,W HWY 26,Caldwell,83504
1480,N 475   E,Caldwell,83395
550,E 1250   N,Pocatello,83406
1351,N 475   E,Pocatello,83439
274,W 400   N,Caldwell,83564
274,W 400   N,Pocatello,83552
294,W 450   N,Caldwell,83591
298,W 450   N,Cambridge,83426
679,E 1100   N,Cambridge,83445
690,E 1050   N,Caldwell,83466
909,E 1000   N,Caldwell,83315
951,N 900   E,Cambridge,83602
927,N 900   E,Cambridge,83509
941,N 900   E,Cambridge,83611
941,N 900   E,Pocatello,83419
937,N 900   E,Sun Valley,83435
933,N 900   E,Pocatello,83349
929,N 900   E,Sun Valley,83341
925,N 900   E,Caldwell,83338
931,N 900   E,Cambridge,83393
964,E 900   N,Caldwell,83426
960,E 900   N,Pocatello,83551
972,E 900   N,Sun Valley,83470
948,E 900   N,Sun Valley,83465
948,N 1000   E,Pocatello,83535
914,N 1000   E,Sun Valley,83374
904,N 1000   E,Cambridge,83517
937,E 1000   N,Caldwell,83441
953,N 900   E,Sun Valley,83447
970,N 1000   E,Caldwell,83512
940,N 1000   E,Caldwell,83303
933,N 900   E,Caldwell,83480
1175,E 900   N,Pocatello,83571
831,N 1100   E,Caldwell,83305
1122,E 800   N,Sun Valley,83591
1158,E 800   N,Pocatello,83403
1170,E 800   N,Pocatello,83361
841,N 1100   E,Cambridge,83368
843,N 1100   E,Cambridge,83492
811,N 1100   E,Pocatello,83550
859,N 1100   E,Cambridge,83534
911,N 500   E,Caldwell,83358
475,E 1000   N,Caldwell,83479
786,E 900   N,Caldwell,83301
721,E 1000   N,Caldwell,83418
747,E 1000   N,Cambridge,83579
747,E 1000   N,Pocatello,83414
747,E 1000   N,Pocatello,83421
747,E 1000   N,Pocatello,83368
747,E 1000   N,Caldwell,83353
700,E 950   N,Cambridge,83462
982,HWY 91,Caldwell,83482
747,E 1000   N,Caldwell,83354
748,E 900   N,Caldwell,83362
748,E 900   N,Caldwell,83543
986,N HWY 91,Caldwell,83339
998,N 800   E,Cambridge,83377
948,N 800   E,Sun Valley,83313
747,E 1000   N,Caldwell,83354
751,E 1000   N,Caldwell,83356
669,E 950   N,Sun Valley,83420
965,S 2400   W,Pocatello,83378
935,S 2400   W,Sun Valley,83563
981,S 2400   W,Caldwell,83333
953,S 2400   W,Sun Valley,83408
1164,E 1000   N,Cambridge,83524
1048,N 1200   E,Caldwell,83456
1152,E 1000   N,Sun Valley,83478
1195,E 1100   N,Pocatello,83434
1036,N 1200   E,Pocatello,83410
1042,N 1200   E,Sun Valley,83515
751,N 1200   W,Pocatello,83397
739,N 1200   W,Caldwell,83475
873,N 1200   W,Sun Valley,83396
865,N 1200   W,Sun Valley,83472
803,N 1200   W,Caldwell,83301
734,W 700   N,Pocatello,83585
702,W 700   N,Caldwell,83446
282,S 1500   W,Pocatello,83407
901,N 1400   W,Pocatello,83589
1353,W 1000   N,Cambridge,83331
1365,W 1000   N,Cambridge,83506
949,N 1400   W,Pocatello,83474
998,N 1500   W,Caldwell,83366
726,N 1900   W,Sun Valley,83525
726,N 1900   W,Pocatello,83454
1921,W TABER,Sun Valley,83336
654,W 700   N,Caldwell,83474
1475,W HOFF RD,Cambridge,83553
1424,W 100   S,Caldwell,83516
1448,W 100   S,Sun Valley,83545
1473,W HOFF,Cambridge,83390
41,S 1500   W,Sun Valley,83443
1428,W 100   S,Pocatello,83329
3000,W GRANDVIEW,Caldwell,83595
1006,S 3100   W,Cambridge,83336
3200,W 1200   S,Caldwell,83386
3166,W 1300   S,Cambridge,83442
3166,W 1300   S,Pocatello,83593
3450,W 1400   S,Sun Valley,83376
1396,S 3200   W,Cambridge,83341
1356,S 3000   W,Sun Valley,83436
3030,W 1400   S,Sun Valley,83362
3089,W 1300   S,Pocatello,83481
3070,W 1500   S,Cambridge,83391
3070,W 1500   S,Sun Valley,83546
1433,S 3100   W,Sun Valley,83501
3080,W 1500   S,Pocatello,83596
1433,S 3100   W,Sun Valley,83399
3202,W 1600   S,Sun Valley,83501
3018,W 1700   S,Sun Valley,83574
3018,W 1700   S,Caldwell,83500
1634,S 3200   W,Pocatello,83355
3204,W 1800   S,Cambridge,83326
1046,N 575   E,Pocatello,83444
1023,N 500   E,Pocatello,83352
1029,N 500   E,Pocatello,83469
1087,N 575   E,Sun Valley,83601
548,E 1000   N,Caldwell,83365
1050,N 575   E,Sun Valley,83404
1025,N 575   E,Caldwell,83336
1043,N 575   E,Cambridge,83534
1053,N 500   E,Caldwell,83570
1053,N 500   E,Caldwell,83440
1057,N 575   E,Cambridge,83541
1051,N 575   E,Pocatello,83607
1055,N 575   E,Caldwell,83549
1001,N 575   E,Pocatello,83543
1073,N 575   E,Pocatello,83484
1045,N 575   E,Pocatello,83384
1006,N 575   E,Pocatello,83443
1050,N 575   E,Caldwell,83323
1054,N 575   E,Cambridge,83397
560,E 1000   N,Cambridge,83595
1003,N 575   E,Caldwell,83353
1049,N 575   E,Caldwell,83547
517,E 1100   N,Pocatello,83421
1076,N 575   E,Sun Valley,83569
1072,N 575   E,Caldwell,83325
506,E 1000   N,Caldwell,83348
518,E 1000   N,Caldwell,83336
1002,N 575   E,Sun Valley,83464
1033,N 500   E,Cambridge,83538
1015,N 575   E,Caldwell,83479
3350,W 2000   S,Caldwell,83407
3182,W 2000   S,Cambridge,83341
3152,W 2000   S,Pocatello,83493
3146,W 2000   S,Sun Valley,83595
3282,W 2100   S,Caldwell,83534
2046,S 3200   W,Sun Valley,83590
3344,W 2200   S,Pocatello,83365
2174,S 3200   W,Cambridge,83608
3040,W 2300   S,Pocatello,83459
3050,W 2300   S,Cambridge,83361
949,N 900   E,Pocatello,83321
949,N 900   E,Pocatello,83475
968,N 1000   E,Sun Valley,83468
744,E 900   N,Cambridge,83330
1369,W 1000   N,Cambridge,83436
3502,W 1300   S,Pocatello,83313
1591,S 3100   W,Caldwell,83369
3033,W 1500   S,Caldwell,83482
1003,N 575   E,Sun Valley,83592
3058,W 2300   S,Cambridge,83489
3042,W 2300   S,Sun Valley,83420
3040,W 2300   S,Pocatello,83557
2298,S 3000   W,Sun Valley,83454
2282,S 3000   W,Cambridge,83600
2640,W 800   S,Pocatello,83508
850,S 2600   W,Sun Valley,83442
2691,W 800   S,Pocatello,83363
2400,W 1000   S,Cambridge,83372
1000,S 2460   W,Sun Valley,83570
2498,W 1000   S,Sun Valley,83532
976,S 2400   W,Pocatello,83436
976,S 2400   W,Sun Valley,83379
1000,S 2460   W,Cambridge,83516
2453,W 1000   S,Pocatello,83607
1098,S 2400   W,Pocatello,83307
2498,W 1100   S,Sun Valley,83395
2453,W 1000   S,Cambridge,83480
1056,S 2500   W,Cambridge,83397
2481,W 1000   S,Cambridge,83585
2453,W 1000   S,Caldwell,83518
1050,S 2400   W,Caldwell,83474
2498,W 1100   S,Caldwell,83559
2431,W 1000   S,Sun Valley,83321
2988,W 1400   S,Sun Valley,83534
1353,S 3000   W,Pocatello,83456
2884,W 1400   S,Pocatello,83321
1378,S 2800   W,Caldwell,83385
2870,W 1400   S,Cambridge,83308
2804,W 1400   S,Sun Valley,83460
1348,S 2800   W,Caldwell,83317
1398,S 2800   W,Caldwell,83479
2502,W 1400   S,Pocatello,83489
2597,W 1300   S,Pocatello,83471
2556,W 1400   S,Sun Valley,83475
2531,W 1300   S,Pocatello,83503
1326,S 2500   W,Sun Valley,83474
2465,W 1400   S,Pocatello,83416
2451,W 1400   S,Pocatello,83550
2465,W 1400   S,Sun Valley,83484
2864,W 1500   S,Pocatello,83420
1450,S 2800   W,Sun Valley,83453
2923,W 1400   S,Sun Valley,83443
2954,W 1500   S,Sun Valley,83329
2954,W 1500   S,Sun Valley,83378
2923,W 1400   S,Cambridge,83425
1544,S 2800   W,Caldwell,83460
1556,S 2800   W,Pocatello,83592
1521,S 2900   W,Cambridge,83563
2850,W 1600   S,Cambridge,83572
2852,W 1600   S,Cambridge,83317
2831,W 1500   S,Caldwell,83557
1544,S 2800   W,Cambridge,83594
1556,S 2800   W,Caldwell,83338
1551,S 2600   W,Pocatello,83364
1515,S 2600   W,Cambridge,83561
1569,S 2600   W,Pocatello,83340
1540,S 2500   W,Cambridge,83304
2530,W 1600   S,Caldwell,83504
1599,S 2600   W,Sun Valley,83572
2514,W 1600   S,Pocatello,83433
2531,W 1700   S,Pocatello,83386
2597,W 1700   S,Caldwell,83587
1751,S 2600   W,Sun Valley,83439
2,N 1500   W,Cambridge,83421
1500,W 6   N,Caldwell,83470
48,N 1500   W,Pocatello,83391
2915,W 1800   S,Sun Valley,83358
2933,W 1800   S,Caldwell,83394
1876,S 2900   W,Cambridge,83454
1824,S 2900   W,Caldwell,83455
1803,S 3200   W,Cambridge,83548
3205,W 1800   S,Sun Valley,83370
3042,W 2000   S,Cambridge,83536
3037,W 1900   S,Pocatello,83399
3026,W 2100   S,Sun Valley,83390
3041,W 2000   S,Pocatello,83422
3005,W 2100   S,Cambridge,83490
3005,W 2100   S,Sun Valley,83465
3073,W 2100   S,Sun Valley,83515
2711,W 1900   S,Cambridge,83367
2761,W 1900   S,Cambridge,83554
1905,S 2800   W,Cambridge,83586
1964,S 2700   W,Sun Valley,83312
1702,W 200   S,Cambridge,83357
1767,W 200   S,Caldwell,83507
1502,S 400   W,Pocatello,83452
907,S 1500   W,Caldwell,83319
947,S 1500   W,Caldwell,83403
1715,W 200   N,Caldwell,83553
1597,W 1075   S,Pocatello,83422
586,S 1800   W,Caldwell,83309
598,S 1800   W,Caldwell,83309
692,S 1800   W,Caldwell,83491
655,S 1900   W,Caldwell,83562
1918,W 700   S,Pocatello,83501
698,S 1950   W,Caldwell,83322
2333,W 1100   S,Sun Valley,83590
2874,W 700   S,Sun Valley,83561
2459,W 1100   S,Pocatello,83469
1648,S 2600   W,Pocatello,83507
2697,W 1600 ST,Sun Valley,83353
1685,S 2900   W,Pocatello,83601
2861,W 1600   S,Cambridge,83334
2852,W 1700   S,Sun Valley,83605
1694,S 2800   W,Pocatello,83451
1628,S 2800   W,Pocatello,83473
1626,S 2800   W,Sun Valley,83449
2866,W 1700   S,Cambridge,83511
1633,S 2900   W,Caldwell,83326
1672,S 2800   W,Sun Valley,83330
1670,S 2800   W,Sun Valley,83550
2801,W 1800   S,Caldwell,83582
2841,W 1800   S,Cambridge,83462
1852,S 2800   W,Caldwell,83445
1852,S 2800   W,Sun Valley,83452
1341,S 2600   W,Cambridge,83354
2536,W 1400   S,Pocatello,83565
2950,W 1500   S,Cambridge,83322
1590,S 2800   W,Cambridge,83474
2502,W 1800   S,Sun Valley,83546
3037,W 1900   S,Cambridge,83359
1981,S 2800   W,Caldwell,83437
130,N 1700   W,Cambridge,83514
1796,W TABER RD,Sun Valley,83502
1796,W TABER RD,Caldwell,83445
2349,W 300   S,Caldwell,83345
548,S 1800   W,Sun Valley,83375
688,S 1800   W,Caldwell,83569
670,S 1900   W,Cambridge,83567
1852,S 2800   W,Caldwell,83443
1865,S 2900   W,Pocatello,83599
2831,W 1800   S,Sun Valley,83331
1932,S 2600   W,Sun Valley,83321
1969,S 2600   W,Caldwell,83550
1985,S 2600   W,Pocatello,83421
1932,S 2600   W,Pocatello,83517
1932,S 2600   W,Cambridge,83381
1975,S 2600   W,Caldwell,83472
2699,W 2000   S,Caldwell,83610
2031,S 2700   W,Cambridge,83373
2029,S 2700   W,Sun Valley,83323
2695,W 2000   S,Sun Valley,83328
2639,W 2000   S,Sun Valley,83509
2959,W 2100   S,Caldwell,83413
2979,W 2100   S,Cambridge,83381
2710,W 2200   S,Cambridge,83536
2175,S 2800   W,Sun Valley,83563
2710,W 2200   S,Pocatello,83567
2735,W 2100   S,Sun Valley,83348
2241,S 2900   W,Caldwell,83594
2815,W 2200   S,Sun Valley,83407
2857,W HWY 39,Cambridge,83396
2893,W 2200   S,Sun Valley,83607
2200,S 2900   W,Pocatello,83367
76,S 1800   W,Sun Valley,83419
1873,W HOFF RD,Pocatello,83429
256,S 2200   W,Caldwell,83473
2214,W 800   S,Caldwell,83566
2226,W 800   S,Sun Valley,83307
2202,W HWY 39,Cambridge,83536
2266,W 800   S,Sun Valley,83324
822,S 2100   W,Caldwell,83600
2121,W 850   S,Pocatello,83330
2151,W HWY 39,Caldwell,83322
814,S 2100   W,Cambridge,83440
2146,W 850   S,Caldwell,83426
2140,W 850   S,Caldwell,83422
2146,W 850   S,Pocatello,83489
874,S 2100   W,Cambridge,83400
2193,W 800   S,Sun Valley,83531
853,S 2200   W,Pocatello,83514
802,S 2100   W,Caldwell,83426
2127,W 800   S,Caldwell,83574
2127,W 800   S,Pocatello,83404
838,S 2100   W,Caldwell,83586
2265,W 800   S,Caldwell,83318
2308,W 900   S,Pocatello,83505
852,S 2200   W,Pocatello,83325
2249,W 800   S,Cambridge,83580
992,S 2200   W,Sun Valley,83338
2254,W 1000   S,Caldwell,83533
960,S 2200   W,Cambridge,83563
2295,W 900   S,Sun Valley,83334
1306,S 2700   W,Caldwell,83463
2704,W 1400   S,Caldwell,83559
2794,W 1400   S,Caldwell,83443
1336,S 2700   W,Cambridge,83486
1352,S 2700   W,Cambridge,83427
1336,S 2700   W,Cambridge,83566
2201,W 1200   S,Pocatello,83413
1267,S 2300   W,Caldwell,83545
503,N 1500   W,Pocatello,83522
505,N 1500   W,Caldwell,83611
1556,W TABER,Caldwell,83378
1543,W TABER,Sun Valley,83490
1549,W TABER,Cambridge,83373
1620,W TABER,Pocatello,83423
1780,W 400   N,Pocatello,83556
1721,W 500   N,Caldwell,83405
491,N 15   W,Sun Valley,83582
7,S LAVASIDE,Sun Valley,83607
510,N 15   W,Pocatello,83376
568,N 15   W,Cambridge,83578
510,N 15   W,Pocatello,83354
581,N 15   W,Sun Valley,83577
582,N 15   W,Cambridge,83506
77,W 600   N,Caldwell,83453
567,N 100   W,Caldwell,83531
583,N 15   W,Caldwell,83532
583,N 15   W,Caldwell,83596
583,N 15   W,Cambridge,83322
597,N 15   W,Pocatello,83436
502,N 15   W,Caldwell,83402
502,N 15   W,Sun Valley,83460
9,W 600   N,Pocatello,83318
510,N 15   W,Caldwell,83350
567,N 15   W,Pocatello,83484
510,N 15   W,Sun Valley,83517
523,N 100   W,Pocatello,83482
9,W 600   N,Sun Valley,83386
568,N 15   W,Pocatello,83447
568,N 15   W,Caldwell,83591
581,N 15   W,Caldwell,83543
384,N 1700   W,Caldwell,83430
1604,W 200   N,Cambridge,83544
226,N 1600   W,Pocatello,83408
1624,W 200   N,Cambridge,83495
1656,W 200   N,Cambridge,83307
282,N 1400   W,Cambridge,83406
1504,W 200   N,Caldwell,83608
1490,W 200   N,Cambridge,83367
1021,N 1000   E,Pocatello,83603
1026,E 1000   N,Sun Valley,83332
1074,E 1000   N,Caldwell,83377
1055,E 1100   N,Caldwell,83600
1055,E 1100   N,Pocatello,83486
1061,E 1100   N,Caldwell,83304
1850,S 2800   W,Pocatello,83321
1971,S 2600   W,Caldwell,83609
2156,S 2900   W,Sun Valley,83489
2100,S 2700   W,Cambridge,83566
2239,S 2900   W,Pocatello,83470
2218,W 800   S,Cambridge,83602
1244,S 2800   W,Sun Valley,83326
874,S 2100   W,Pocatello,83441
1341,S 2800   W,Pocatello,83512
851,N 1400   W,Pocatello,83319
1390,W HWY 26,Caldwell,83579
1390,W HWY 26,Pocatello,83528
1676,W 700   N,Cambridge,83523
1604,W TABER,Cambridge,83359
1778,W 400   N,Caldwell,83334
580,N 15   W,Caldwell,83346
593,N 15   W,Cambridge,83589
24,RIVER,Caldwell,83328
580,N 15   W,Pocatello,83442
580,N 15   W,Sun Valley,83342
24,RIVER,Cambridge,83402
495,N 1400   W,Pocatello,83313
1063,E 1100   N,Cambridge,83313
1036,N 1100   E,Sun Valley,83555
1032,N 1100   E,Caldwell,83321
1028,N 1100   E,Pocatello,83430
1017,N 1000   E,Caldwell,83524
1019,N 1000   E,Pocatello,83429
1015,N 1000   E,Pocatello,83536
1006,N 1100   E,Sun Valley,83369
1060,N 1100   E,Sun Valley,83374
1062,E 1000   N,Sun Valley,83548
1062,E 1000   N,Cambridge,83323
1070,E 1000   N,Pocatello,83421
1091,E 1100   N,Caldwell,83318
1016,E 1000   N,Sun Valley,83399
